time_s,x,y
9.000000469386578,-0.7,13.8
9.03333380445838,-0.6956382547165721,13.799999603048828
9.066667139530182,-0.6876083184027455,13.799996695870396
9.100000474601984,-0.6765294942823573,13.799989359403027
9.133333809673786,-0.6629468532890199,13.79997423605892
9.166667144745588,-0.6473413407341206,13.799946306208874
9.20000047981739,-0.6301217444789733,13.799900049709152
9.233333814889193,-0.6116348874890798,13.799828444761918
9.266667149960995,-0.5921819947390045,13.799723834479398
9.300000485032797,-0.5719935443671964,13.799580346465472
9.333333820104599,-0.551264919490388,13.799392106208519
9.366667155176401,-0.5301496763839793,13.799154629814817
9.400000490248203,-0.5087653442714087,13.798864357537969
9.433333825320005,-0.4872323045817828,13.79851787370936
9.466667160391808,-0.46562813812464965,13.79811317650988
9.50000049546361,-0.4440102070482931,13.797649159854878
9.533333830535412,-0.42241445620246576,13.79712515157569
9.566667165607214,-0.4008901549908972,13.796538747220506
9.600000500679016,-0.37947318623353027,13.7958879956407
9.633333835750818,-0.3581736053097727,13.795172822961897
9.66666717082262,-0.3369998112947866,13.794392789079083
9.700000505894423,-0.31595869668092547,13.793546436355681
9.733333840966225,-0.2950438837415744,13.79263451577683
9.766667176038027,-0.2742388016868627,13.791660543900258
9.800000511109829,-0.25354748503974184,13.79062205553245
9.833333846181631,-0.23296917226480413,13.789517025276947
9.866667181253433,-0.2124697306456719,13.788345085809759
9.900000516325235,-0.1920621914783533,13.787103221759892
9.933333851397038,-0.17175627342876015,13.785788262837361
9.96666718646884,-0.15154695880904007,13.784399017339425
10.000000521540642,-0.13142304436115326,13.782932826643728
10.033333856612444,-0.11139221126745154,13.781388817670456
10.066667191684246,-0.09145629873965322,13.779766305101173
10.100000526756048,-0.07161637563644231,13.778065421246232
10.13333386182785,-0.051847899633947446,13.776290485900603
10.166667196899652,-0.03215076811253302,13.774445793133046
10.200000531971455,-0.012531243987875376,13.772535349541807
10.233333867043257,0.0069915799290846126,13.770562250384721
10.266667202115059,0.026414652172524054,13.76853345191822
10.300000537186861,0.04572892633341029,13.766457273507847
10.333333872258663,0.06492186243074766,13.764343477350831
10.366667207330465,0.08397592496548137,13.762203508766191
10.400000542402267,0.10286724336004995,13.760048335454616
10.43333387747407,0.12156704780559119,13.757891328369185
10.466667212545872,0.14005515973288857,13.75575314651134
10.500000547617674,0.1582971406707121,13.75365364966376
10.533333882689476,0.17625178944896086,13.75161317950854
10.566667217761278,0.19386298972151444,13.749649135593604
10.60000055283308,0.21107800149103872,13.747784255412808
10.633333887904882,0.22783351098848215,13.746037785907781
10.666667222976685,0.24405749859042117,13.744425999499844
10.700000558048487,0.2596739434460709,13.74296245683794
10.733333893120289,0.2746041803534164,13.74165627724801
10.766667228192091,0.28862980149210077,13.740453652226995
10.800000563263893,0.30192160333836265,13.739490504787968
10.833333898335695,0.3140480261140015,13.738616002508628
10.866667233407497,0.3245708028965518,13.737745964892653
10.9000005684793,0.33334195844479575,13.736819966620454
10.933333903551102,0.3410024719551247,13.736022951775022
10.966667238622904,0.347941879783141,13.735407938832957
11.000000573694706,0.35397778304398103,13.734908401210811
11.033333908766508,0.35908396855299585,13.734479532124341
11.06666724383831,0.3632874980663855,13.733884251946625
11.100000578910112,0.3670009672109363,13.733205075307845
11.133333913981915,0.37051347257851297,13.732778068787214
11.166667249053717,0.37371311600748935,13.732456107115695
11.200000584125519,0.3766984834755896,13.732139612860236
11.233333919197321,0.3796270768076099,13.731747395186984
11.266667254269123,0.3824062726419356,13.731245577874077
11.300000589340925,0.3851322439983208,13.7306496539866
11.333333924412727,0.38769815683426145,13.729763609855773
11.36666725948453,0.39027394384090114,13.7287501624369
11.400000594556332,0.3929562723845987,13.727568729966524
11.433333929628134,0.39595494631879613,13.726220260973674
11.466667264699936,0.3990229807303983,13.724456712606266
11.500000599771738,0.402330754800626,13.722340096578238
11.53333393484354,0.4056369428454535,13.719680303163914
11.566667269915342,0.408981918474624,13.71650463270795
11.600000604987144,0.4123986191565048,13.712825615246423
11.633333940058947,0.41598453991791673,13.708683769090843
11.666667275130749,0.419824506010936,13.704110967920233
11.70000061020255,0.4239455548521873,13.699104821644017
11.733333945274353,0.42837508037516325,13.693660227403292
11.766667280346155,0.43295452171270143,13.687655017596905
11.800000615417957,0.4377670777258165,13.68113043445659
11.83333395048976,0.4429788545256477,13.674202439488687
11.866667285561562,0.44853809504166064,13.666804632309448
11.900000620633364,0.45449384311255736,13.658963124026457
11.933333955705166,0.46089800866611635,13.650710016802972
11.966667290776968,0.46784585963665526,13.64212038620903
12.00000062584877,0.4752075053172157,13.633048236723122
12.033333960920572,0.4831287360439609,13.623639914190012
12.066667295992374,0.4916569092016925,13.613916287967648
12.100000631064177,0.5008143748192141,13.603905054600428
12.133333966135979,0.5105886440242028,13.593610274576962
12.16666730120778,0.520874568023153,13.582860185081177
12.200000636279583,0.5315357879131883,13.571387113502032
12.233333971351385,0.5424011294814027,13.558869709648587
12.266667306423187,0.5535872974615283,13.545729794453814
12.30000064149499,0.565164186453996,13.532222698173731
12.333333976566792,0.5772088716013719,13.518479364815954
12.366667311638594,0.5897908662914589,13.50454299291896
12.400000646710396,0.6029987650900308,13.490484989678045
12.433333981782198,0.6169263000509551,13.476404433898495
12.466667316854,0.631648507583748,13.462392837588492
12.500000651925802,0.6472269305246876,13.448547091045569
12.533333986997604,0.6637046386367034,13.434954939563475
12.566667322069407,0.6811081172397995,13.421694408445799
12.600000657141209,0.6994496403858464,13.408834383867605
12.63333399221301,0.7187182442398246,13.396412093721656
12.666667327284813,0.7388992836209551,13.384471878856194
12.700000662356615,0.7599712940933688,13.373051023008014
12.733333997428417,0.7819074325938632,13.362180564810568
12.76666733250022,0.8046704780328366,13.351866173664444
12.800000667572021,0.8282230280261629,13.342121726234787
12.833334002643824,0.852527346017846,13.332959409328287
12.866667337715626,0.8775429969808279,13.32438277263692
12.900000672787428,0.9032283225812173,13.316379731358296
12.93333400785923,0.929544014863679,13.30895558657598
12.966667342931032,0.9564509025231273,13.302107978200226
13.000000678002834,0.9839101644679656,13.295827621535215
13.033334013074636,1.011885157034614,13.29011096583679
13.066667348146439,1.0403405173014124,13.284953678317647
13.10000068321824,1.0692421679642972,13.280350217799286
13.133334018290043,1.0985583100910334,13.27628102642005
13.166667353361845,1.1282570968141306,13.272735415716344
13.200000688433647,1.1583083896163795,13.269702955373056
13.23333402350545,1.1886833511595603,13.267178857218306
13.266667358577251,1.2193551697851077,13.265152020500274
13.300000693649054,1.2503004088923437,13.263601668940249
13.333334028720856,1.281494822541232,13.262514859177173
13.366667363792658,1.3129157296186547,13.261878718705995
13.40000069886446,1.344544706282742,13.261666886190756
13.433334033936262,1.3763607862839142,13.261869688025037
13.466667369008064,1.4083444303208041,13.262477023094247
13.500000704079866,1.440477310724152,13.263478861076383
13.533334039151669,1.4727421664851659,13.264865064037405
13.56666737422347,1.5051261824235365,13.26661900863622
13.600000709295273,1.5376100655548288,13.26874135943992
13.633334044367075,1.5701853934340415,13.271206994580167
13.666667379438877,1.6028391579720485,13.274004950070182
13.70000071451068,1.6355593051560353,13.277124411669485
13.733334049582481,1.6683346963860246,13.280554609560681
13.766667384654284,1.7011549035380427,13.284285103820979
13.800000719726086,1.7340134381288494,13.288302382226012
13.833334054797888,1.7669019059327782,13.292595366345674
13.86666738986969,1.7998128104503872,13.297152886323193
13.900000724941492,1.8327371575562732,13.301967943096159
