agent_id,agent_type,frame,x,y,time_s
1,0,610,1.7629837522122962,-6.708334828931074,24.4
1,0,611,1.7687829633865189,-6.683297813495093,24.44
1,0,612,1.774582174560745,-6.658260798059112,24.48
1,0,613,1.7803813857349677,-6.633223782623132,24.52
1,0,614,1.786180596909194,-6.608186767187151,24.56
1,0,615,1.7919798080834166,-6.58314975175117,24.6
1,0,616,1.8014741838750883,-6.553107290739293,24.64
1,0,617,1.81096855966676,-6.523064829727415,24.68
1,0,618,1.8204629354584316,-6.493022368715538,24.72
1,0,619,1.8299573112501033,-6.4629799077036605,24.76
1,0,620,1.839451687041775,-6.432937446691783,24.8
1,0,621,1.8538937345570474,-6.401675279641957,24.84
1,0,622,1.8683357820723199,-6.37041311259213,24.88
1,0,623,1.8827778295875923,-6.339150945542304,24.92
1,0,624,1.8972198771028648,-6.307888778492478,24.96
1,0,625,1.9116619246181372,-6.276626611442651,25.0
1,0,626,1.9276696669931592,-6.245927964150387,25.04
1,0,627,1.9436774093681795,-6.215229316858123,25.08
1,0,628,1.9596851517431997,-6.184530669565859,25.12
1,0,629,1.9756928941182217,-6.153832022273595,25.16
1,0,630,1.991700636493242,-6.123133374981331,25.2
1,0,631,2.0052914317826662,-6.0932361746658135,25.24
1,0,632,2.0188822270720905,-6.063338974350296,25.28
1,0,633,2.0324730223615166,-6.033441774034778,25.32
1,0,634,2.046063817650941,-6.003544573719261,25.36
1,0,635,2.0596546129403652,-5.973647373403744,25.4
1,0,636,2.0705249285557255,-5.944048774958408,25.44
1,0,637,2.081395244171084,-5.914450176513073,25.48
1,0,638,2.092265559786444,-5.884851578067737,25.52
1,0,639,2.1031358754018044,-5.855252979622402,25.56
1,0,640,2.114006191017163,-5.825654381177066,25.6
1,0,641,2.123542097894685,-5.79539947050986,25.64
1,0,642,2.1330780047722087,-5.765144559842655,25.68
1,0,643,2.142613911649729,-5.734889649175449,25.72
1,0,644,2.152149818527251,-5.704634738508244,25.76
1,0,645,2.161685725404773,-5.6743798278410384,25.8
1,0,646,2.1712560728818513,-5.6421702246735554,25.84
1,0,647,2.180826420358928,-5.609960621506072,25.88
1,0,648,2.1903967678360043,-5.57775101833859,25.92
1,0,649,2.199967115313081,-5.545541415171106,25.96
1,0,650,2.209537462790159,-5.513331812003624,26.0
1,0,651,2.220135865960664,-5.478326423167603,26.04
1,0,652,2.230734269131169,-5.443321034331582,26.08
1,0,653,2.2413326723016738,-5.408315645495561,26.12
1,0,654,2.2519310754721786,-5.373310256659541,26.16
1,0,655,2.2625294786426835,-5.3383048678235205,26.2
1,0,656,2.2746374755564567,-5.301170539782156,26.24
1,0,657,2.28674547247023,-5.264036211740793,26.28
1,0,658,2.298853469384003,-5.226901883699428,26.32
1,0,659,2.310961466297776,-5.189767555658065,26.36
1,0,660,2.3230694632115476,-5.1526332276167,26.4
1,0,661,2.3358225842434894,-5.113103636105372,26.44
1,0,662,2.3485757052754312,-5.073574044594043,26.48
1,0,663,2.361328826307373,-5.034044453082714,26.52
1,0,664,2.374081947339315,-4.9945148615713855,26.56
1,0,665,2.3868350683712567,-4.954985270060057,26.6
1,0,666,2.397691665471413,-4.914519068395572,26.64
1,0,667,2.4085482625715677,-4.874052866731089,26.68
1,0,668,2.4194048596717224,-4.833586665066605,26.72
1,0,669,2.4302614567718788,-4.79312046340212,26.76
1,0,670,2.4411180538720334,-4.7526542617376375,26.8
1,0,671,2.449699260070533,-4.709353713802015,26.84
1,0,672,2.4582804662690325,-4.666053165866392,26.88
1,0,673,2.466861672467534,-4.62275261793077,26.92
1,0,674,2.4754428786660334,-4.579452069995147,26.96
1,0,675,2.484024084864533,-4.536151522059525,27.0
1,0,676,2.4874411611426837,-4.490341948760605,27.04
1,0,677,2.490858237420831,-4.444532375461684,27.08
1,0,678,2.4942753136989815,-4.398722802162764,27.12
1,0,679,2.4976923899771304,-4.352913228863844,27.16
1,0,680,2.5011094662552793,-4.307103655564925,27.2
1,0,681,2.500489126412136,-4.259364032126242,27.24
1,0,682,2.4998687865689924,-4.211624408687559,27.28
1,0,683,2.499248446725849,-4.163884785248877,27.32
1,0,684,2.4986281068827054,-4.116145161810194,27.36
1,0,685,2.49800776703956,-4.068405538371511,27.4
1,0,686,2.4958950563903173,-4.022382658490809,27.44
1,0,687,2.4937823457410726,-3.976359778610108,27.48
1,0,688,2.4916696350918297,-3.9303368987294056,27.52
1,0,689,2.489556924442585,-3.8843140188487038,27.56
1,0,690,2.4874442137933404,-3.8382911389680014,27.6
1,0,691,2.4817768189034055,-3.7982452974719525,27.64
1,0,692,2.4761094240134707,-3.7581994559759044,27.68
1,0,693,2.470442029123534,-3.7181536144798555,27.72
1,0,694,2.464774634233599,-3.6781077729838074,27.76
1,0,695,2.4591072393436644,-3.6380619314877585,27.8
1,0,696,2.4502883137683718,-3.6044012821279816,27.84
1,0,697,2.441469388193079,-3.5707406327682065,27.88
1,0,698,2.4326504626177883,-3.5370799834084297,27.92
1,0,699,2.4238315370424957,-3.5034193340486546,27.96
1,0,700,2.415012611467205,-3.4697586846888777,28.0
1,0,701,2.404618927720577,-3.4389275360948526,28.04
1,0,702,2.394225243973949,-3.4080963875008257,28.08
1,0,703,2.3838315602273212,-3.3772652389067996,28.12
1,0,704,2.373437876480695,-3.3464340903127736,28.16
1,0,705,2.3630441927340673,-3.3156029417187476,28.2
1,0,706,2.352172880321225,-3.284078040962899,28.24
1,0,707,2.3413015679083813,-3.252553140207051,28.28
1,0,708,2.3304302554955374,-3.2210282394512024,28.32
1,0,709,2.3195589430826953,-3.1895033386953546,28.36
1,0,710,2.3086876306698514,-3.157978437939506,28.4
1,0,711,2.298007883031259,-3.124789540688721,28.44
1,0,712,2.2873281353926647,-3.0916006434379364,28.48
1,0,713,2.2766483877540704,-3.0584117461871516,28.52
1,0,714,2.265968640115476,-3.025222848936366,28.56
1,0,715,2.2552888924768837,-2.992033951685581,28.6
1,0,716,2.2458466472948064,-2.959017594485439,28.64
1,0,717,2.236404402112731,-2.9260012372852966,28.68
1,0,718,2.2269621569306537,-2.892984880085155,28.72
1,0,719,2.217519911748578,-2.859968522885012,28.76
1,0,720,2.2080776665665027,-2.8269521656848706,28.8
1,0,721,2.201599241594664,-2.793789895034955,28.84
1,0,722,2.195120816622829,-2.760627624385039,28.88
1,0,723,2.1886423916509923,-2.7274653537351234,28.92
1,0,724,2.1821639666791555,-2.6943030830852077,28.96
1,0,725,2.1756855417073186,-2.661140812435292,29.0
1,0,726,2.1731573900193,-2.626731399465039,29.04
1,0,727,2.17062923833128,-2.5923219864947855,29.08
1,0,728,2.1681010866432615,-2.5579125735245327,29.12
1,0,729,2.165572934955243,-2.523503160554279,29.16
1,0,730,2.1630447832672246,-2.4890937475840254,29.2
1,0,731,2.1621340826350277,-2.45364057809968,29.24
1,0,732,2.161223382002831,-2.418187408615335,29.28
1,0,733,2.160312681370634,-2.38273423913099,29.32
1,0,734,2.159401980738439,-2.3472810696466437,29.36
1,0,735,2.158491280106242,-2.3118279001622986,29.4
1,0,736,2.1556734551606205,-2.274228058004857,29.44
1,0,737,2.152855630214999,-2.236628215847415,29.48
1,0,738,2.1500378052693776,-2.1990283736899743,29.52
1,0,739,2.1472199803237544,-2.1614285315325326,29.56
1,0,740,2.144402155378133,-2.1238286893750917,29.6
1,0,741,2.13762291245531,-2.084585289455047,29.64
1,0,742,2.130843669532485,-2.0453418895350026,29.68
1,0,743,2.124064426609662,-2.006098489614959,29.72
1,0,744,2.117285183686837,-1.9668550896949144,29.76
1,0,745,2.110505940764014,-1.9276116897748707,29.8
1,0,746,2.1014982170407315,-1.8876207340766307,29.84
1,0,747,2.092490493317449,-1.8476297783783906,29.88
1,0,748,2.083482769594168,-1.8076388226801505,29.92
1,0,749,2.0744750458708854,-1.7676478669819105,29.96
1,0,750,2.0654673221476045,-1.7276569112836704,30.0
1,0,751,2.0571111423348185,-1.6869820583681587,30.04
1,0,752,2.0487549625220343,-1.646307205452647,30.08
1,0,753,2.04039878270925,-1.6056323525371354,30.12
