agent_id,agent_type,frame,x,y,time_s
1,0,745,2.907900174238309,-6.406428022901277,29.8
1,0,746,2.902318165312499,-6.368810145883155,29.84
1,0,747,2.8967361563866874,-6.331192268865032,29.88
1,0,748,2.8911541474608793,-6.293574391846909,29.92
1,0,749,2.8855721385350677,-6.255956514828787,29.96
1,0,750,2.879990129609258,-6.218338637810664,30.0
1,0,751,2.870509004713206,-6.172288158942492,30.04
1,0,752,2.8610278798171525,-6.12623768007432,30.08
1,0,753,2.8515467549211007,-6.080187201206148,30.12
1,0,754,2.842065630025047,-6.034136722337976,30.16
1,0,755,2.8325845051289953,-5.988086243469804,30.2
1,0,756,2.8177056086913375,-5.941374314722408,30.24
1,0,757,2.8028267122536814,-5.894662385975011,30.28
1,0,758,2.7879478158160236,-5.847950457227615,30.32
1,0,759,2.7730689193783675,-5.801238528480218,30.36
1,0,760,2.7581900229407097,-5.754526599732822,30.4
1,0,761,2.7409132370710534,-5.710990115094946,30.44
1,0,762,2.723636451201397,-5.66745363045707,30.48
1,0,763,2.7063596653317408,-5.6239171458191946,30.52
1,0,764,2.6890828794620845,-5.580380661181319,30.56
1,0,765,2.67180609359243,-5.536844176543443,30.6
1,0,766,2.656078221177708,-5.493040060569992,30.64
1,0,767,2.640350348762988,-5.449235944596541,30.68
1,0,768,2.624622476348268,-5.40543182862309,30.72
1,0,769,2.608894603933548,-5.361627712649639,30.76
1,0,770,2.593166731518828,-5.317823596676188,30.8
1,0,771,2.579424613321258,-5.268874526484426,30.84
1,0,772,2.5656824951236885,-5.219925456292666,30.88
1,0,773,2.551940376926119,-5.170976386100904,30.92
1,0,774,2.538198258728549,-5.1220273159091425,30.96
1,0,775,2.5244561405309796,-5.073078245717381,31.0
1,0,776,2.508411216127538,-5.023205541799239,31.04
1,0,777,2.492366291724096,-4.973332837881097,31.08
1,0,778,2.476321367320658,-4.923460133962955,31.12
1,0,779,2.460276442917216,-4.873587430044812,31.16
1,0,780,2.4442315185137744,-4.82371472612667,31.2
1,0,781,2.4267901507441767,-4.778012348270435,31.24
1,0,782,2.409348782974577,-4.732309970414201,31.28
1,0,783,2.3919074152049795,-4.686607592557966,31.32
1,0,784,2.37446604743538,-4.640905214701732,31.36
1,0,785,2.3570246796657823,-4.595202836845497,31.4
1,0,786,2.3417069540803297,-4.551644482949175,31.44
1,0,787,2.326389228494877,-4.508086129052854,31.48
1,0,788,2.3110715029094244,-4.464527775156533,31.52
1,0,789,2.2957537773239736,-4.420969421260212,31.56
1,0,790,2.280436051738519,-4.377411067363891,31.6
1,0,791,2.265395479288806,-4.3359256885818525,31.64
1,0,792,2.2503549068390925,-4.294440309799814,31.68
1,0,793,2.235314334389381,-4.252954931017776,31.72
1,0,794,2.2202737619396675,-4.211469552235737,31.76
1,0,795,2.205233189489954,-4.169984173453699,31.8
1,0,796,2.1918146180843134,-4.130820573240834,31.84
1,0,797,2.178396046678671,-4.09165697302797,31.88
1,0,798,2.1649774752730284,-4.052493372815105,31.92
1,0,799,2.151558903867386,-4.0133297726022406,31.96
1,0,800,2.138140332461745,-3.9741661723893755,32.0
1,0,801,2.1285201087803767,-3.937780225597938,32.04
1,0,802,2.118899885099008,-3.901394278806501,32.08
1,0,803,2.1092796614176397,-3.8650083320150634,32.12
1,0,804,2.099659437736271,-3.828622385223626,32.16
1,0,805,2.0900392140549044,-3.7922364384321887,32.2
1,0,806,2.082927718069122,-3.757996625815974,32.24
1,0,807,2.075816222083338,-3.72375681319976,32.28
1,0,808,2.0687047260975557,-3.689517000583545,32.32
1,0,809,2.0615932301117716,-3.6552771879673305,32.36
1,0,810,2.0544817341259893,-3.621037375351116,32.4
1,0,811,2.0507568474415034,-3.5854250909600465,32.44
1,0,812,2.0470319607570158,-3.549812806568977,32.48
1,0,813,2.04330707407253,-3.514200522177908,32.52
1,0,814,2.039582187388044,-3.4785882377868385,32.56
1,0,815,2.035857300703558,-3.442975953395769,32.6
1,0,816,2.0368155172383435,-3.4039849362718124,32.64
1,0,817,2.037773733773127,-3.364993919147855,32.68
1,0,818,2.038731950307911,-3.326002902023898,32.72
1,0,819,2.0396901668426946,-3.2870118848999406,32.76
1,0,820,2.04064838337748,-3.248020867775984,32.8
1,0,821,2.0440968973313343,-3.208777548549369,32.84
1,0,822,2.0475454112851903,-3.169534229322754,32.88
1,0,823,2.0509939252390446,-3.1302909100961402,32.92
1,0,824,2.054442439192899,-3.0910475908695263,32.96
1,0,825,2.057890953146753,-3.0518042716429115,33.0
1,0,826,2.0632770125068056,-3.014036979626156,33.04
1,0,827,2.068663071866858,-2.9762696876094017,33.08
1,0,828,2.074049131226909,-2.9385023955926473,33.12
1,0,829,2.0794351905869615,-2.900735103575893,33.16
1,0,830,2.0848212499470122,-2.8629678115591375,33.2
